Site Location,Stock Status,Material No.,Category,Description,Long tex
SCP,No Stock,32016478,Gasket,"GASKET,SW;SZ 2 IN;300#;TYPE 316L SS WNDG",GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND SIZE:2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON
SCP,No Stock,32016479,Gasket,"GASKET,SW;SZ 3 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016480,Gasket,"GASKET,SW;SZ 4 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:4 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016481,Gasket,"GASKET,SW;SZ 6 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016482,Gasket,"GASKET,SW;SZ 8 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016484,Gasket,"GASKET,SW;SZ 12 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:12 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016485,Gasket,"GASKET,SW;SZ 3/4 IN;300#;FLEX GRPHT FILL",SIZE:3/4 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND
SCP,No Stock,32016488,Gasket,"GASKET,SW;SZ 24 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:24 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016492,Gasket,"GASKET,SW;SZ 10 IN;300#;FLEX GRPHT FILL",FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS
SCP,Available,32016500,Gasket,"GASKET,SW;SZ 1.1/2 IN;300#;B16.20",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1.1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016502,Gasket,"GASKET,SW;SZ 1 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016507,Gasket,"GASKET,SW;SZ 1/2 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016544,Gasket,"GASKET,SW;SZ 2 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016545,Gasket,"GASKET,SW;SZ 3 IN;150#;TYPE 316L SS WNDG",GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND SIZE:3 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON
SCP,Available,32016546,Gasket,"GASKET,SW;SZ 4 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:4 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016547,Gasket,"GASKET,SW;SZ 6 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016548,Gasket,"GASKET,SW;SZ 8 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016550,Gasket,"GASKET,SW;SZ 12 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:12 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,No Stock,32016551,Gasket,"GASKET,SW;SZ 3/4 IN;150#;FLEX GRPHT FILL",FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND SIZE:3/4 IN WINDING_MATERIAL:TYPE 316L SS
SCP,Available,32016552,Gasket,"GASKET,SW;SZ 18 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:18 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,No Stock,32016554,Gasket,"24""x150# Leader SRI 316L/316L/FG/CS","24""x150# Leader SRI 316L/316L/FG/CS"
SCP,Available,32016558,Gasket,"GASKET,SW;SZ 10 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016566,Gasket,"GASKET,SW;SZ 1.1/2 IN;150#;B16.20",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1.1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016568,Gasket,"GASKET,SW;SZ 1 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016573,Gasket,"GASKET,SW;SZ 1/2 IN;150#;FLEX GRPHT FILL",SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND SIZE:1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20
SCP,Available,32016581,Gasket,"GASKET,SW;SZ 6 IN;600#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:600# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016583,Gasket,"GASKET,SW;SZ 10 IN;600#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:600# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32016591,Gasket,"GASKET,SW;SZ 8 IN;600#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:600# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SCP,Available,32025012,Safety,RESPIRATORY PROTECTION;DISPOSBL;N95;8511,SHORT_NAME:RESPIRATORY PROTECTION TYPE:DISPOSABLE FILTER_CLASS:N95 SPECIAL_FEATURES:80 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:8511
SCP,Available,32025015,Safety,"RESPIRATORY PROTECTION;CATRIDGE,ACID GAS",SHORT_NAME:RESPIRATORY PROTECTION TYPE:CATRIDGE ACID GAS SPECIAL_FEATURES:60 EA/CASE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6002
SCP,Available,32025016,Safety,RESPIRATORY PROTECTION;6001;3M,SHORT_NAME:RESPIRATORY PROTECTION TYPE:CATRIDGE ORGANIC VAPR SPECIAL_FEATURES:60 EA/CASE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6001
SCP,Available,32025017,Safety,RESPIRATORY PROTECTION;3M,SHORT_NAME:RESPIRATORY PROTECTION APPLICATION:FILTER P100 3M 2091 100EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
SCP,Available,32025019,Safety,RESPIRATORY PROTECTION;SZ LRGE;3M,SHORT_NAME:RESPIRATORY PROTECTION SIZE:LARGE APPLICATION:FULL-FACEPIECE 3M 6900 4 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
SCP,Available,32025020,Safety,RESPIRATORY PROTECTION;SZ MED;3M,SHORT_NAME:RESPIRATORY PROTECTION SIZE:MEDIUM APPLICATION:FULL-FACEPIECE 3M 6800 4 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
SCP,Available,32025021,Safety,RESPIRATORY PROTECTION;SZ SMALL;3M,SHORT_NAME:RESPIRATORY PROTECTION SIZE:SMALL APPLICATION:FULL-FACEPIECE 3M 6700 4 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
SCP,Available,32025022,Safety,RESPIRATORY PROTECTION;HLF-FACEPIECE;3M,SHORT_NAME:RESPIRATORY PROTECTION TYPE:HALF-FACEPIECE SIZE:LARGE*6300 SPECIAL_FEATURES:24 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
SCP,Available,32025023,Safety,RESPIRATORY PROTECTION;HLF MASK;SZ MED,SHORT_NAME:RESPIRATORY PROTECTION TYPE:HALF MASK SIZE:MEDIUM CONNECTION_TYPE:BAYONET MATERIAL:THERMOPLASTIC ELASTOMER FACEPIECE/HEAD HARNESS HEAD_STRAP_TYPE:DROP DOWN INDUSTRY_STANDARD:NIOSH OSHA 29 CFR 1910.134 SPECIAL_FEATURES:24 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS||HALF-FACEPIECE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6200
SCP,Available,32025024,Safety,RESPIRATORY PROTECTION;HLF MASK;SZ SMALL,SHORT_NAME:RESPIRATORY PROTECTION TYPE:HALF MASK SIZE:SMALL CONNECTION_TYPE:BAYONET MATERIAL:THERMOPLASTIC ELASTOMER FACEPIECE/HEAD HARNESS HEAD_STRAP_TYPE:DROP DOWN INDUSTRY_STANDARD:NIOSH OSHA 29 CFR 1910.134 SPECIAL_FEATURES:24 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS||HALF-FACEPIECE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6100
SCP,Available,32025117,Safety,RESPIRATORY PROTECTION;3M,SHORT_NAME:RESPIRATORY PROTECTION APPLICATION:CLEANING WIPE 504 500/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M
SCP,Available,32033358,Form,FORM/PERMIT/CHECKLIST;50 SETS/PAD,SHORT_NAME:FORM/PERMIT/CHECKLIST ITEM_DESCRIPTION:CONFINED SPACE WORK PERMIT TYPE:3 COPIES + BACK PAGE(DOUBLE SIDED PRINTING)+ DAILY LOG + DAILY CHECKLIST + JOB HAZARD CHECKLIST PACKAGE_UNIT:50 SETS/PAD
SCP,Available,32033360,Form,FORM/PERMIT/CHECKLIST,SHORT_NAME:FORM/PERMIT/CHECKLIST ITEM_DESCRIPTION:ROAD CLOSURE AUTHORIZATION PACKAGE_UNIT:3 COPIES 50 SETS/PAD
SCP,Available,32033362,Form,FORM/PERMIT/CHECKLIST,SHORT_NAME:FORM/PERMIT/CHECKLIST ITEM_DESCRIPTION:EXCAVATION PERMIT AUTHORIZATION PACKAGE_UNIT:3 COPIES 50 SETS/PAD SPECIAL_FEATURES:APPLICABLE ONLY IF DEPTH IS GREATER THAN 6 IN
SCP,Available,32044601,Safety,"HAT,HARD;POLY;6.5-8;FAS-TRAC;WHT","HAT,HARD, COLOUR: WHITE, INDUSTRY_STANDARD: ANSI Z89.1-2009,CSA 294.1-2005, LOGO_CRESTING: EXXONMOBIL, MANUFACTURER: MSA, MATERIAL: POLYETHYLENE, MFR_PART_NUMBER: 475358EX, SIZE: 6.5-8, SUSPENSION_TYPE: FAS-TRAC, WITH STRAPS"
SCP,No Stock,32045355,Fittings,"ELBOW,P;SZ 1/16 IN*1/16 IN;316 SS;TUBE",SHORT_NAME:ELBOW PIPE TYPE:TUBE SIZE:1/16 IN*1/16 IN END_CONNECTION_TYPE:TUBE FITTING X MALE NPT MATERIAL:316 SS MANUFACTURER_NAME:SWAGELOK MANUFACTURER_PART_NUMBER:SS10021
SCP,Available,32111304,General,TAPE;50FT LG;1/2 IN WD;TFLN,MATERIAL:TEFLON SHORT_NAME:TAPE LENGTH:50FT WIDTH:1/2 IN
SCP,Available,32156082,Valve,VLV:GT;NPS 3/4;CL800;VSA01;CS;SCKT WLD,VALVE:GATE SIZE: NPS 3/4 PRESSURE RATING: CL800 GEMS ID: VSA01 BODY MATERIAL: CARBON STEEL END CONNECTION TYPE: SOCKET WELD API TRIM NUMBER: #8 DESIGN SPECIFICATION: API 602 BODY BONNET CONNECTION: BOLTED OR WELDED BONNET BODY MATERIAL STANDARD: ASTM A105 ADDITIONAL INFORMATION: STEM_TYPE:OUTSIDE STEM AND INSIDE YOKE FEATURES:MATERIAL:FLEXIBLE GRAPHITE FILLED GASKET FLEXIBLE GRAPHITE PACKING PER GP 03-12-08
SCP,No Stock,32156087,Valve,VLV:GT;NPS 4;CL150;VGA01;CS;RF;#8;BB,VALVE:GATE SIZE: NPS 4 PRESSURE RATING: CL150 GEMS ID: VGA01 BODY MATERIAL: CARBON STEEL END CONNECTION TYPE: RAISED FACE API TRIM NUMBER: #8 DESIGN SPECIFICATION: API 600 BODY BONNET CONNECTION: BOLTED BONNET BODY MATERIAL STANDARD: ASTM A105/A216 WCB TYPE: SOLID OR FLEXIBLE WEDGE ADDITIONAL INFORMATION: API 600 SHORT_NAME:VALVE GATE TYPE:SOLID OR FLEXIBLE WEDGE
SCP,No Stock,32156171,Valve,VLV:GT;NPS 8;CL300;VGA11;CS;RF;#8;BB,VALVE:GATE SIZE: NPS 8 PRESSURE RATING: CL300 GEMS ID: VGA11 BODY MATERIAL: CARBON STEEL END CONNECTION TYPE: RAISED FACE API TRIM NUMBER: #8 DESIGN SPECIFICATION: API 600 BODY BONNET CONNECTION: BOLTED BONNET BODY MATERIAL STANDARD: ASTM A105/A216 WCB TYPE: FLEXIBLE WEDGE ADDITIONAL INFORMATION: API 600
SCP,Available,32156761,Valve,VLV:GT;NPS 3/4;CL800;VSA07;CS;#8;API 602,GEMS ID: VSA07 BODY MATERIAL: CARBON STEEL END CONNECTION TYPE: SOCKET WELD X THREADED API TRIM NUMBER: #8 DESIGN SPECIFICATION: API 602 BODY BONNET CONNECTION: BOLTED OR WELDED BONNET BODY MATERIAL STANDARD: ASTM A105 ADDITIONAL INFORMATION: W/FLEXIBLE GRAPHITE FILLED SPIRAL WOUND GASKET METAL TAGGED VSA07 VALVE:GATE SIZE: NPS 3/4 PRESSURE RATING: CL800
SCP,Available,32159661,Safety,"RESPIRATORY PROTECTION;CATRIDGE,ACID GAS",SHORT_NAME:RESPIRATORY PROTECTION TYPE:CATRIDGE ACID GAS SPECIAL_FEATURES:60/CASE 60/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6006
SCP,Available,32159667,Safety,RESPIRATORY PROTECTION;BAYNT;6003;3M,SPECIAL_FEATURES:60/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6003 SHORT_NAME:RESPIRATORY PROTECTION TYPE:CATRIDGE ORG VAPR/ACID SIZE:3.4 IN OAL HT*4.2 IN OAL LG CONNECTION_TYPE:BAYONET CARTRIDGE_TYPE:GAS AND VAPOR
SCP,Available,32159669,Safety,RESPIRATORY PROTECTION;502;3M;100/CAS,SHORT_NAME:RESPIRATORY PROTECTION TYPE:FILTER ADAPTER RETAINER SPECIAL_FEATURES:100/CAS MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:502
SCP,Available,32159721,Safety,HEARING PROTECTION;EARPLUGS;100/BOX,SHORT_NAME:HEARING PROTECTION ITEM_DESCRIPTION:EARPLUGS TYPE:DISPOSABLE CORDED NOISE_REDUCTION_RATING:MAX 30 NRR-33 SPECIAL_FEATURES:100/BOX MANUFACTURER_NAME:HOWARD LEIGHT
SCP,Available,32166262,General,FILM;24FT S/CASE,SHORT_NAME:FILM TYPE:LUBRICATION RUST AND CORROSION PREVENTIVE FLUID PACKAGE_UNIT:24FT S/CASE
SCP,Available,32166265,Lubricant,COMPOUND/LUBRICANT;10FT S;BOX PACKAGE,"SHORT_NAME:LUBRICANT/SEALANT COMPOUND ITEM_DESCRIPTION:GREASE PACKAGE_SIZE:10FT S PACKAGE_TYPE:BOX APPLICATION:MULTI PURPOSE SPECIAL_FEATURES:HIGH-TEMP JT-6 IN MYSTIK"""
SCP,Available,32166267,Lubricant,COMPOUND/LUBRICANT;CMPND;NEVER-SEEZ,SHORT_NAME:LUBRICANT/SEALANT COMPOUND ITEM_DESCRIPTION:COMPOUND APPLICATION:WHITE FOOD GRD C/W PTFE BOSTIK SPECIAL_FEATURES:NEVER-SEEZ
SCP,No Stock,32166270,General,ADHESIVE/CEMENT;12FT S/BOX;ADHSV;CONTACT,APPLICATION:F/RUBBER MANUFACTURER_NAME:LOCTITE MANUFACTURER_PART_NUMBER:495 SHORT_NAME:ADHESIVES/CEMENTS/GLUES-GEN ERAL ITEM_DESCRIPTION:ADHESIVE TYPE:CONTACT PACKAGE_SIZE:12FT S/BOX
SCP,No Stock,32166271,General,ADHESIVE/CEMENT;12FT S/BOX;ADHSV;CONTACT,SHORT_NAME:ADHESIVES/CEMENTS/GLUES-GEN ERAL ITEM_DESCRIPTION:ADHESIVE TYPE:CONTACT PACKAGE_SIZE:12FT S/BOX APPLICATION:F/METAL MANUFACTURER_NAME:LOCTITE MANUFACTURER_PART_NUMBER:496
SCP,Available,32166272,General,ADHESIVE/CEMENT;1LIT;ADHSV;PLSTC LMNTD,SHORT_NAME:ADHESIVES/CEMENTS/GLUES-GEN ERAL ITEM_DESCRIPTION:ADHESIVE TYPE:PLASTIC LAMINATED PACKAGE_SIZE:1LIT
SCP,Available,32166273,Lubricant,COMPOUND/LUBRICANT;12FT S;BOX PACKAGE,PACKAGE_TYPE:BOX SPECIAL_FEATURES:COLD GLAVANIZING MANUFACTURER_NAME:CROWN MANUFACTURER_PART_NUMBER:#7007 SHORT_NAME:LUBRICANT/SEALANT COMPOUND PACKAGE_SIZE:12FT S
SCP,Available,32166275,General,"BRUSH;STL WIRE;HND,6 ROWS,12FT S/BOX",SHORT_NAME:BRUSH MATERIAL:STEEL WIRE SPECIAL_FEATURES:HAND 6 ROWS 12FT S/BOX
SCP,Available,32166276,General,"BRUSH;BRS WIRE;HND,4 ROWS,12FT S/BOX",SHORT_NAME:BRUSH MATERIAL:BRASS WIRE SPECIAL_FEATURES:HAND 4 ROWS 12FT S/BOX
SCP,No Stock,32166280,General,ABRASIVE;50YD LG;2 IN WD;80 GRIT,SHORT_NAME:ABRASIVE LENGTH:50YD WIDTH:2 IN GRIT:80 BACKING_MATERIAL:CLOTH EMERY (PLAIN WEAVE)
SCP,Available,32166292,Gasket,PAINT;SPRY PYLOX AERSL CNTNR,SHORT_NAME:PAINT CONTAINER_TYPE:SPRAY PYLOX AEROSOL SPECIAL_FEATURES:6FT S/CASE ASSORTED COLOUR
SCP,Available,32166295,Lubricant,COMPOUND/LUBRICANT;RTV 732;12FT S;CLR,SHORT_NAME:LUBRICANT/SEALANT COMPOUND COLOR:CLEAR PACKAGE_SIZE:12FT S PACKAGE_TYPE:BOX TRADE_NAME:RTV 732 APPLICATION:MULTI PURPOSE
SCP,No Stock,32166297,Lubricant,COMPOUND/LUBRICANT;12FT S;BOX PACKAGE,SHORT_NAME:LUBRICANT/SEALANT COMPOUND ITEM_DESCRIPTION:SEALANT TYPE:THREADED PACKAGE_SIZE:12FT S PACKAGE_TYPE:BOX MANUFACTURER_NAME:LOCTITE MANUFACTURER_PART_NUMBER:567
SCP,Available,32166305,Gasket,CLEANING;ELEC CONT CLNR;CFC FREE;LPS,SHORT_NAME:CLEANING SUPPLY TYPE:ELEC CONT CLEANER SPECIAL_FEATURES:CFC FREE MANUFACTURER_NAME:LPS MANUFACTURER_PART_NUMBER:AU00422
SCP,No Stock,32166306,Gasket,"TAPE,BARRICADE;PVC;NON",SHORT_NAME:TAPE BARRICADE MATERIAL:PVC ADHESIVE:NON SPECIAL_FEATURES:W/RED AND WHITE STRIP SIZE:3 IN WIDE*80 MTR ROLL
SCP,No Stock,32166307,Gasket,"TAPE,GENERAL;DUCT;SILVR",SHORT_NAME:TAPE GENERAL TYPE:DUCT MATERIAL:SILVER PACKAGE_TYPE:24FT S/CASE SIZE:2 IN*60 YARD/ROLL
SCP,Available,32166309,Gasket,"TAPE,BARRICADE;BLK LEGEND;YLW",SHORT_NAME:TAPE BARRICADE LEGEND_COLOR:BLACK BACKGROUND_COLOR:YELLOW SIZE:3 IN X100MTRS
SCP,No Stock,32166312,Lubricant,COMPOUND/LUBRICANT;SLNT;THD;592;LOCTITE,SHORT_NAME:LUBRICANT/SEALANT COMPOUND ITEM_DESCRIPTION:SEALANT TYPE:THREADED MANUFACTURER_NAME:LOCTITE MANUFACTURER_PART_NUMBER:592
